Crop Type,Crop Season,Farm Size (acres),Soil Type,Region,Labor Cost Per Day,Labor Availability,Water Availability,Pesticide Type,Fertilizer Type,Fertilizers Used,Land Preparation,Seeds,Fertilizers,Pesticides,Irrigation,Labor,Machinery,Transportation,Miscellaneous,Total Cost
Zucchini,Autumn,1.37,Sandy,West Bengal,583,High,Low,Organic,Vermicompost,Bone Meal,4702,2200,5727,1644,3733,8786,5113,1971,864,34740
Peas,Rainy,8.83,Sandy,Uttar Pradesh,348,Low,High,Chemical,Ammonium Sulfate,"Urea, Gypsum",23744,20124,34878,17660,33572,39947,21157,8318,7329,206729
Pumpkin,Late Kharif,2.56,Silt,Kerala,478,Moderate,Moderate,Chemical,Potash,"NPK, Bio-fertilizers, Urea, Lime",9997,4283,9183,5120,8253,13460,5839,2527,1989,60651
Onion,Dry,4.5,Clay,Andhra Pradesh,535,High,Moderate,Chemical,Compost,"Ammonium Sulphate, Zinc Sulphate, Calcium Nitrate, Gypsum",15246,9324,19719,9000,16560,24075,10674,5620,2336,112554
Lettuce,Spring,2.84,Clay,Tamil Nadu,514,Low,Low,Organic,Vermicompost,"Green Manure, Calcium Nitrate, Potash",9613,5353,12340,3408,10110,18977,8821,3042,2542,74206
Ginger,Post-Rabi,9.34,Sandy,Chhattisgarh,594,Moderate,Moderate,Organic,NPK,"Bio-fertilizers, Bone Meal, NPK",23527,15953,45355,11208,32961,55480,34810,11871,7491,238656
Chili,Rainy,8.0,Sandy,Andhra Pradesh,332,Moderate,Moderate,Organic,DAP,"Calcium Nitrate, Bio-fertilizers",31000,18048,29976,9600,20936,29216,29880,7768,6632,183056
Brinjal,Autumn,5.62,Loam,Rajasthan,293,Low,Moderate,Chemical,Vermicompost,"Ammonium Sulphate, Bio-fertilizers, DAP",14247,12375,27892,11240,21845,16467,18743,4951,4693,132453
Lettuce,Monsoon,5.22,Silt,Chhattisgarh,386,Moderate,Low,Chemical,Compost,Lime,14209,8054,22289,10440,15415,26194,19512,4928,4087,125128
Peas,Kharif,5.22,Silt,Rajasthan,419,Moderate,Low,Chemical,NPK,"Phosphate, Urea",15775,11646,23292,10440,15216,30621,13462,4552,4729,129733
Broccoli,Winter,1.91,Loam,Gujarat,261,Low,High,Organic,Potash,"Vermicompost, Urea, Bio-fertilizers",5295,4112,9006,2292,6425,7478,3948,1748,1389,41693
Lettuce,Late Kharif,5.13,Loam,Bihar,586,Moderate,Low,Chemical,DAP,DAP,19843,10937,25111,10260,19448,33068,15154,4566,4386,142773
Carrot,Pre-Kharif,6.76,Clay,Madhya Pradesh,328,Moderate,Low,Chemical,Compost,"Bone Meal, Lime",25985,16528,33313,13520,24356,33259,22619,9883,5793,185256
Spinach,Harvest,1.82,Peat,Maharashtra,345,Low,High,Chemical,Vermicompost,"Ammonium Sulphate, Compost, Zinc Sulphate",6095,3689,8343,3640,4583,9418,6918,2277,1551,46514
Onion,Post-Rabi,5.87,Peat,Maharashtra,440,Moderate,Moderate,Organic,NPK,"Lime, Compost",19301,13706,21126,7044,19682,28411,20457,6463,3199,139389
Zucchini,Monsoon,4.56,Sandy,Haryana,369,Moderate,Moderate,Organic,Compost,"Bone Meal, Zinc Sulphate, Potash, Vermicompost",11975,9612,19608,5472,16722,20192,15404,4957,4031,107973
Garlic,Harvest,1.09,Silt,Gujarat,380,Low,Moderate,Chemical,Urea,"Compost, Lime",3419,1947,4837,2180,4329,6213,2893,1609,1016,28443
Lettuce,Post-Rabi,4.39,Clay,Kerala,268,Low,Low,Chemical,DAP,"NPK, Vermicompost, Lime",14052,7608,18056,8780,11625,17648,13394,4943,2511,98617
Okra,Pre-Kharif,3.66,Loam,Bihar,532,High,Low,Organic,DAP,Green Manure,9812,9084,16920,4392,13959,23365,12744,4008,2935,97219
Brinjal,Rabi,2.15,Silt,Rajasthan,448,Low,Moderate,Organic,NPK,"Zinc Sulphate, DAP, Bio-fertilizers",6358,5343,9165,2580,8576,10595,8000,3070,1202,54889
Spinach,Summer,4.44,Clay,West Bengal,548,Moderate,Low,Chemical,Compost,"Phosphate, Bio-fertilizers, Lime, DAP",12587,7708,19567,8880,13831,31631,12752,4262,3437,114655
Brinjal,Zaid,8.05,Clay,Karnataka,505,High,Moderate,Chemical,DAP,"Compost, Bone Meal",21300,15714,31894,16100,25140,52848,26396,7132,7615,204139
Carrot,Pre-Kharif,1.56,Loam,Chhattisgarh,250,Moderate,Moderate,Organic,NPK,Compost,4795,3245,6510,1872,4473,5460,6159,2014,1324,35852
Broccoli,Monsoon,3.87,Peat,Bihar,281,Moderate,Moderate,Chemical,Potash,"Zinc Sulphate, NPK, Calcium Nitrate",14520,8170,18181,7740,10968,16312,13228,4632,2519,96270
Chili,Harvest,1.62,Peat,Haryana,354,Moderate,High,Organic,NPK,"Green Manure, Lime, NPK, Bio-fertilizers",4188,3324,7792,1944,5237,7455,4837,2271,1458,38506
Onion,Kharif,4.71,Clay,Bihar,401,Low,High,Chemical,DAP,"Green Manure, DAP",16857,7649,23145,9420,14163,24553,11902,5181,4178,117048
Lettuce,Rabi,8.97,Sandy,Punjab,600,High,Moderate,Chemical,NPK,"Bio-fertilizers, Zinc Sulphate",24111,21806,41163,17940,25878,59202,23295,10558,6844,230797
Peas,Rainy,8.83,Sandy,Uttar Pradesh,348,Low,High,Chemical,Compost,"Urea, Gypsum",23744,20124,34878,17660,33572,39947,21157,8318,7329,206729
Onion,Harvest,5.93,Clay,Karnataka,596,Low,High,Organic,Vermicompost,"Calcium Nitrate, NPK, DAP",15620,12477,28458,7116,15442,49480,23678,8859,4098,165228
Cauliflower,Harvest,1.65,Loam,Chhattisgarh,318,High,High,Chemical,Vermicompost,"Potash, Zinc Sulphate, Gypsum",6107,2516,7361,3300,4470,6821,6389,1728,997,39689
Ginger,Transitional,8.98,Sandy,Madhya Pradesh,296,High,High,Chemical,DAP,"Bio-fertilizers, Vermicompost, DAP, Gypsum",32337,19109,33540,17960,25234,37213,21067,9160,7858,203478
Peas,Dry,0.82,Clay,Punjab,311,High,Moderate,Chemical,Ammonium Sulfate,Gypsum,2121,1593,2966,1640,2607,3315,1977,680,556,17455
Onion,Winter,1.46,Silt,Punjab,349,High,High,Organic,Vermicompost,"Bone Meal, Potash",5154,2502,5528,1752,4161,6624,4522,1362,1164,32769
Cabbage,Zaid,7.31,Clay,Gujarat,271,Moderate,High,Organic,Ammonium Sulfate,"Lime, Urea, Bio-fertilizers",25950,17639,31426,8772,27815,27734,25636,9116,3830,177918
Cabbage,Rainy,1.45,Silt,Madhya Pradesh,391,High,Moderate,Chemical,Potash,Green Manure,3988,3112,5513,2900,4894,8504,3726,1886,918,35441
Cabbage,Zaid,2.68,Sandy,Tamil Nadu,516,Moderate,Moderate,Organic,DAP,"Green Manure, Zinc Sulphate, Calcium Nitrate",7689,6421,10106,3216,8415,17977,10613,3337,2409,70183
Lettuce,Rainy,5.05,Silt,Maharashtra,336,Moderate,High,Chemical,Urea,Compost,17468,9736,19195,10100,17458,18665,10580,4717,2581,110500
Garlic,Late Kharif,2.16,Sandy,Gujarat,464,Moderate,Low,Chemical,DAP,"Bio-fertilizers, Potash, DAP, Ammonium Sulphate",7573,3393,9275,4320,6337,11025,5067,2968,1920,51878
Cauliflower,Pre-Kharif,0.68,Silt,West Bengal,440,High,High,Chemical,DAP,"Green Manure, Urea, Phosphate, NPK",2128,1158,2929,1360,2494,3590,2355,987,467,17468
Cabbage,Summer,8.58,Loam,Bihar,569,High,High,Chemical,DAP,"Potash, Vermicompost, Lime, Ammonium Sulphate",25002,15058,42351,17160,30819,63466,23003,8906,7825,233590
Capsicum,Monsoon,8.6,Silt,Uttar Pradesh,250,Low,High,Organic,Vermicompost,"Vermicompost, NPK, Bone Meal",32216,14482,39887,10320,23702,25800,25576,9434,8247,189664
Beetroot,Rainy,1.95,Loam,Uttar Pradesh,265,Low,Low,Chemical,Vermicompost,"Lime, Vermicompost, Phosphate",6002,4604,8798,3900,6326,6201,6464,2625,1022,45942
Chili,Spring,4.2,Peat,Andhra Pradesh,552,Moderate,Low,Chemical,Vermicompost,"Urea, Lime, Phosphate, NPK",10546,7140,16552,8400,16010,32458,10937,3574,2923,108540
Beetroot,Transitional,3.04,Silt,Punjab,351,Low,Low,Chemical,Ammonium Sulfate,"Green Manure, Bone Meal",9272,7232,13960,6080,9096,10670,6980,4031,2052,69373
Peas,Harvest,2.32,Loam,Bihar,482,High,High,Organic,NPK,Bio-fertilizers,6211,3719,9944,2784,7774,11182,7352,2793,2297,54056
Pumpkin,Pre-Kharif,4.79,Peat,Punjab,318,Moderate,High,Organic,Vermicompost,Potash,13776,10476,21119,5748,17675,15232,14490,4196,3492,106204
Onion,Monsoon,3.71,Peat,Odisha,423,Low,Low,Chemical,Vermicompost,DAP,9676,7101,15601,7420,14632,21971,14343,5461,1970,98175
Ginger,Transitional,6.97,Peat,Madhya Pradesh,496,Moderate,High,Organic,NPK,"Bio-fertilizers, Vermicompost, Lime",22590,10643,24904,8364,19279,41485,26082,7165,6768,167280
Ginger,Post-Rabi,1.57,Clay,Madhya Pradesh,361,Low,Moderate,Organic,Ammonium Sulfate,"Gypsum, Urea",5484,3372,5812,1884,4719,7368,6035,1948,1291,37913
Radish,Post-Rabi,2.58,Silt,Andhra Pradesh,496,Low,High,Chemical,Ammonium Sulfate,"Lime, Urea, Zinc Sulphate, Green Manure",7647,5934,9727,5160,7420,16636,8509,3145,2077,66255
Garlic,Post-Rabi,1.74,Peat,Rajasthan,346,Moderate,Low,Chemical,NPK,DAP,4446,3129,8194,3480,5836,6020,5403,2380,1556,40444
Okra,Rabi,6.5,Clay,Kerala,579,Moderate,High,Chemical,DAP,"Compost, Gypsum, NPK, Potash",22724,15886,22796,13000,18044,56452,19832,6591,4706,180031
Ginger,Late Kharif,0.68,Sandy,Gujarat,478,High,Moderate,Chemical,Vermicompost,"Bone Meal, Lime, Ammonium Sulphate",1825,1166,2385,1360,2411,4876,2267,919,483,17692
Garlic,Transitional,6.05,Sandy,Rajasthan,526,High,Moderate,Organic,Urea,"Urea, Vermicompost",16807,14423,26916,7260,19844,38188,18737,6474,3491,152140
Capsicum,Transitional,7.72,Sandy,West Bengal,287,Low,Moderate,Organic,DAP,Gypsum,30425,13101,31776,9264,23909,28803,18806,7728,6917,170729
Pumpkin,Winter,1.46,Silt,Punjab,349,High,High,Organic,Vermicompost,"Bone Meal, Potash",5154,2502,5528,1752,4161,6624,4522,1362,1164,32769
Cabbage,Rabi,0.93,Loam,Punjab,456,Low,High,Chemical,Urea,"NPK, Zinc Sulphate",2584,2098,4164,1860,2518,5089,2755,929,829,22826
Cabbage,Spring,7.39,Loam,Tamil Nadu,386,Moderate,Low,Organic,Vermicompost,"Phosphate, Urea",18963,18128,30299,8868,24446,39936,17810,10789,5779,175018
Okra,Rabi,6.06,Sandy,Gujarat,591,Low,Moderate,Organic,NPK,"Zinc Sulphate, Gypsum, Bone Meal",15162,11653,28179,7272,17174,35815,16810,7054,4315,143434
Brinjal,Dry,3.23,Silt,Andhra Pradesh,303,Low,Moderate,Organic,Compost,Ammonium Sulphate,9690,6192,14622,3876,12833,11744,9742,3756,2061,74516
Broccoli,Post-Rabi,2.32,Peat,Maharashtra,324,Low,High,Organic,NPK,Bio-fertilizers,7046,5283,10155,2784,8591,7517,4960,2028,2297,50661
Beetroot,Rabi,4.23,Clay,Chhattisgarh,482,High,Moderate,Organic,NPK,Gypsum,15033,7047,18845,5076,13870,28544,11188,4590,2885,107078
Onion,Summer,3.09,Peat,Punjab,588,High,Low,Organic,Potash,Zinc Sulphate,10280,5349,12786,3708,9029,19986,8655,2725,2330,74848
Capsicum,Pre-Kharif,1.93,Clay,Tamil Nadu,594,High,Low,Organic,Vermicompost,"NPK, Ammonium Sulphate",6062,3443,7147,2316,6458,12611,6560,2384,1015,47996
Radish,Monsoon,5.73,Loam,Odisha,597,Moderate,Moderate,Organic,Urea,Vermicompost,19224,10612,28134,6876,22072,51312,18898,7438,5707,170273
Potato,Pre-Kharif,4.13,Clay,Andhra Pradesh,422,Low,Moderate,Organic,NPK,"Zinc Sulphate, Phosphate, Bio-fertilizers",14381,9032,17978,4956,14360,22657,14133,6026,2333,105856
Beetroot,Monsoon,3.98,Peat,Rajasthan,524,High,Low,Organic,NPK,"Bio-fertilizers, Green Manure, Potash, Urea",15618,6981,17464,4776,13699,27112,12732,5019,3658,107059
Okra,Zaid,1.27,Sandy,Punjab,468,Moderate,Low,Chemical,Vermicompost,Phosphate,3457,3141,5330,2540,4646,5944,3028,1666,933,30685
Lettuce,Kharif,4.18,Sandy,Haryana,396,High,Low,Organic,Vermicompost,"Potash, Green Manure, NPK",15570,6667,16043,5016,10500,23174,9514,4594,3586,94664
Garlic,Post-Rabi,6.9,Silt,Andhra Pradesh,315,Low,Low,Organic,Potash,"Zinc Sulphate, Ammonium Sulphate, Compost",25012,13020,24488,8280,20769,30429,19596,9184,4237,155015
Garlic,Late Kharif,1.75,Peat,Rajasthan,270,Moderate,High,Chemical,Vermicompost,Vermicompost,4498,3294,6220,3500,5962,4725,5535,2620,1083,37437
Ginger,Transitional,9.11,Clay,Uttar Pradesh,273,High,Moderate,Organic,NPK,"Bone Meal, Green Manure, Lime",35511,20871,42343,10932,35356,27357,36331,13091,6714,228506
Tomato,Pre-Kharif,1.56,Loam,Chhattisgarh,250,Moderate,Moderate,Organic,Vermicompost,Compost,4795,3245,6510,1872,4473,5460,6159,2014,1324,35852
Ginger,Spring,6.9,Loam,Punjab,269,Moderate,High,Organic,Urea,DAP,26213,11778,24868,8280,18851,27842,25758,7549,5210,156349
Chili,Kharif,2.92,Silt,Rajasthan,360,Moderate,Moderate,Chemical,Ammonium Sulfate,"Urea, Green Manure, Compost",10652,4666,13324,5840,8415,13666,6990,4196,2663,70412
Cauliflower,Pre-Kharif,4.13,Clay,Andhra Pradesh,422,Low,Moderate,Organic,Vermicompost,"Zinc Sulphate, Phosphate, Bio-fertilizers",14381,9032,17978,4956,14360,22657,14133,6026,2333,105856
Tomato,Spring,9.05,Peat,Karnataka,496,High,High,Organic,Ammonium Sulfate,"Bone Meal, NPK, Potash, Phosphate",32671,21883,42336,10860,29693,67332,35738,8344,4670,253527
Lettuce,Summer,4.44,Clay,West Bengal,548,Moderate,Low,Chemical,Potash,"Phosphate, Bio-fertilizers, Lime, DAP",12587,7708,19567,8880,13831,31631,12752,4262,3437,114655
Cabbage,Dry,5.12,Clay,Maharashtra,270,Moderate,Low,Chemical,Ammonium Sulfate,DAP,17920,8883,18621,10240,15237,17971,15473,5171,4076,113592
Broccoli,Spring,9.09,Clay,Tamil Nadu,297,Low,Moderate,Chemical,Urea,Green Manure,33806,21225,32333,18180,25843,26997,33860,9135,5545,206924
Beetroot,Autumn,3.74,Silt,Madhya Pradesh,321,Low,High,Organic,Ammonium Sulfate,"Zinc Sulphate, Green Manure, Vermicompost, Gypsum",10491,9279,14306,4488,12810,16808,13576,4017,3587,89362
Spinach,Harvest,3.91,Peat,Uttar Pradesh,390,Low,Moderate,Organic,Ammonium Sulfate,Zinc Sulphate,11898,7640,14150,4692,10350,18299,14307,5591,3382,90309
Peas,Late Kharif,8.93,Loam,Kerala,394,Low,High,Chemical,Vermicompost,"Urea, Green Manure, Bio-fertilizers",32014,15083,43150,17860,23209,38703,31246,9037,6849,217151
Ginger,Kharif,0.55,Clay,Haryana,365,Low,Low,Organic,DAP,"Potash, NPK",2142,876,2329,660,1804,2610,1955,609,548,13533
Zucchini,Transitional,6.05,Sandy,Rajasthan,526,High,Moderate,Organic,DAP,"Urea, Vermicompost",16807,14423,26916,7260,19844,38188,18737,6474,3491,152140
Potato,Monsoon,5.31,Peat,West Bengal,454,Low,High,Chemical,Potash,"Phosphate, Compost",15664,8114,21946,10620,20927,26518,19859,7376,3813,134837
Broccoli,Monsoon,2.78,Loam,Uttar Pradesh,469,Low,High,Organic,Vermicompost,"Gypsum, DAP, Lime, Ammonium Sulphate",8340,4281,12838,3336,9402,14342,7740,2382,2093,64754
Radish,Late Kharif,3.14,Peat,Punjab,366,Moderate,High,Chemical,Potash,"Bone Meal, Urea, Vermicompost, Ammonium Sulphate",12277,7596,13110,6280,8089,12642,10255,3551,1893,75693
Chili,Zaid,8.05,Clay,Bihar,308,Low,Moderate,Organic,NPK,"Vermicompost, Phosphate",26251,14216,35122,9660,31009,37191,18483,8936,6512,187380
Cauliflower,Rabi,7.06,Sandy,Uttar Pradesh,433,Moderate,High,Organic,Vermicompost,"DAP, Vermicompost",26955,14282,30676,8472,26341,33627,14219,8218,5528,168318
Cabbage,Harvest,8.41,Peat,Madhya Pradesh,338,Moderate,Moderate,Chemical,Vermicompost,"Phosphate, Vermicompost, NPK, Compost",29393,18140,36920,16820,24406,42639,22421,6837,7990,205566
Pumpkin,Rainy,9.08,Silt,Maharashtra,429,Moderate,Moderate,Organic,Urea,"Zinc Sulphate, NPK",28956,14183,43248,10896,30191,42849,23372,7636,8989,210320
Lettuce,Autumn,1.55,Loam,Karnataka,343,Low,Low,Chemical,DAP,"Compost, Green Manure, Urea, Zinc Sulphate",5123,3515,6698,3100,5458,7975,5303,1536,919,39627
Broccoli,Rainy,5.05,Silt,Maharashtra,336,Moderate,High,Chemical,NPK,Compost,17468,9736,19195,10100,17458,18665,10580,4717,2581,110500
Capsicum,Rainy,2.87,Clay,Gujarat,350,High,Moderate,Chemical,DAP,"Gypsum, Bio-fertilizers, DAP",8398,6331,13747,5740,9939,13058,10315,3266,1937,72731
Tomato,Pre-Kharif,4.13,Clay,Andhra Pradesh,422,Low,Moderate,Organic,Ammonium Sulfate,"Zinc Sulphate, Phosphate, Bio-fertilizers",14381,9032,17978,4956,14360,22657,14133,6026,2333,105856
Potato,Transitional,7.49,Silt,Odisha,350,High,Low,Organic,NPK,"Compost, Ammonium Sulphate, Calcium Nitrate",26275,15909,32978,8988,22770,28836,27646,6689,7385,177476
Brinjal,Dry,5.41,Peat,Uttar Pradesh,291,High,High,Organic,Potash,"Bone Meal, Vermicompost, Lime",14758,10582,21927,6492,18443,15743,17361,4615,4956,114877
Chili,Autumn,1.37,Sandy,West Bengal,583,High,Low,Organic,Compost,Bone Meal,4702,2200,5727,1644,3733,8786,5113,1971,864,34740
Pumpkin,Monsoon,2.34,Clay,Punjab,524,Moderate,Low,Organic,DAP,"Zinc Sulphate, Bone Meal, Green Manure, Bio-fertilizers",8431,3543,8515,2808,6582,17166,6112,2778,1975,57910
Carrot,Post-Rabi,2.18,Loam,Bihar,580,Low,Moderate,Chemical,Compost,"DAP, Gypsum, Compost",7796,3811,10189,4360,6625,12644,5293,3026,1131,54875
Radish,Autumn,6.69,Silt,Karnataka,366,Low,Moderate,Organic,Ammonium Sulfate,"NPK, Bio-fertilizers",24385,10691,27496,8028,21863,34280,17889,10002,4215,158849
Peas,Rabi,3.1,Clay,Tamil Nadu,276,Moderate,High,Organic,Compost,Urea,11185,5143,14731,3720,8720,12834,6315,3004,1968,67620
Tomato,Dry,3.12,Silt,Chhattisgarh,274,High,High,Chemical,Ammonium Sulfate,"Compost, Phosphate",9628,7522,14848,6240,11865,9404,12078,4596,1666,77847
Radish,Rainy,6.81,Clay,Andhra Pradesh,287,Moderate,High,Chemical,DAP,"Lime, Gypsum, Urea",25510,13252,30284,13620,18864,29317,20260,9691,4229,165027
Chili,Late Kharif,3.14,Peat,Punjab,366,Moderate,High,Chemical,Urea,"Bone Meal, Urea, Vermicompost, Ammonium Sulphate",12277,7596,13110,6280,8089,12642,10255,3551,1893,75693
Potato,Spring,9.05,Peat,Karnataka,496,High,High,Organic,Urea,"Bone Meal, NPK, Potash, Phosphate",32671,21883,42336,10860,29693,67332,35738,8344,4670,253527
Cabbage,Monsoon,2.12,Sandy,Maharashtra,447,High,Low,Organic,Vermicompost,"Lime, Potash",7102,4789,8673,2544,6273,11372,5855,1715,1312,49635
Capsicum,Autumn,3.74,Silt,Madhya Pradesh,321,Low,High,Organic,Potash,"Zinc Sulphate, Green Manure, Vermicompost, Gypsum",10491,9279,14306,4488,12810,16808,13576,4017,3587,89362
Garlic,Monsoon,5.22,Silt,Chhattisgarh,386,Moderate,Low,Chemical,DAP,Lime,14209,8054,22289,10440,15415,26194,19512,4928,4087,125128
Zucchini,Summer,8.58,Loam,Bihar,569,High,High,Chemical,NPK,"Potash, Vermicompost, Lime, Ammonium Sulphate",25002,15058,42351,17160,30819,63466,23003,8906,7825,233590
Spinach,Late Kharif,1.0,Sandy,Gujarat,432,Low,Low,Organic,Potash,Urea,2953,1661,4793,1200,3577,5184,3046,912,974,24300
Garlic,Rabi,2.48,Silt,Haryana,396,Low,High,Organic,Potash,Urea,9461,5153,10203,2976,6314,11785,8722,3656,1964,60234
Onion,Zaid,8.05,Clay,Karnataka,505,High,Moderate,Chemical,NPK,"Compost, Bone Meal",21300,15714,31894,16100,25140,52848,26396,7132,7615,204139
Cabbage,Post-Rabi,2.58,Silt,Andhra Pradesh,496,Low,High,Chemical,DAP,"Lime, Urea, Zinc Sulphate, Green Manure",7647,5934,9727,5160,7420,16636,8509,3145,2077,66255
Garlic,Summer,2.72,Clay,Uttar Pradesh,425,Low,High,Organic,Compost,Zinc Sulphate,10244,5535,13051,3264,9041,11560,5690,2576,2320,63281
Garlic,Pre-Kharif,9.51,Sandy,Madhya Pradesh,268,Low,Moderate,Organic,NPK,"Ammonium Sulphate, Zinc Sulphate",30480,23271,41511,11412,32344,33133,21797,14018,6001,213967
Beetroot,Pre-Kharif,5.12,Sandy,Kerala,448,Low,High,Chemical,Urea,"DAP, Compost",16558,7885,24899,10240,14367,27525,13804,6415,3855,125548
Beetroot,Summer,2.85,Sandy,Uttar Pradesh,428,High,High,Organic,DAP,"Compost, Urea, Green Manure",7353,5210,10591,3420,8564,14638,7040,3409,2551,62776
Capsicum,Summer,1.64,Sandy,Uttar Pradesh,407,High,Low,Chemical,DAP,"Compost, Bio-fertilizers",5874,3411,6996,3280,4239,6675,5105,2345,1320,39245
Carrot,Post-Rabi,9.78,Clay,Haryana,366,High,Moderate,Chemical,NPK,"Phosphate, Gypsum, DAP",29829,23531,36626,19560,29056,50113,19570,12381,5956,226622
Chili,Spring,9.34,Silt,Chhattisgarh,373,Moderate,Moderate,Organic,Compost,Green Manure,30701,23201,38780,11208,31887,34838,30206,9508,6930,217259
Spinach,Monsoon,4.56,Sandy,Haryana,369,Moderate,Moderate,Organic,Urea,"Bone Meal, Zinc Sulphate, Potash, Vermicompost",11975,9612,19608,5472,16722,20192,15404,4957,4031,107973
Okra,Autumn,4.76,Sandy,Kerala,281,High,High,Organic,Potash,Urea,14399,7516,18478,5712,12619,13376,11462,4555,3108,91225
Ginger,Autumn,1.14,Clay,Gujarat,355,Moderate,Low,Chemical,DAP,"Phosphate, NPK, Green Manure, Bio-fertilizers",4387,2617,4196,2280,4117,5666,4123,1277,1109,29772
Lettuce,Rainy,4.44,Peat,Chhattisgarh,310,Moderate,High,Organic,Potash,"Bone Meal, Vermicompost",12099,9786,16872,5328,11171,15140,16623,4871,3676,95566
Spinach,Spring,1.0,Silt,Karnataka,468,Low,Moderate,Chemical,Compost,"DAP, Vermicompost, Gypsum",3482,2063,4580,2000,3156,5148,3332,1473,802,26036
Garlic,Dry,3.12,Silt,Chhattisgarh,274,High,High,Chemical,Ammonium Sulfate,"Compost, Phosphate",9628,7522,14848,6240,11865,9404,12078,4596,1666,77847
Zucchini,Spring,8.25,Clay,Tamil Nadu,563,Low,Low,Chemical,NPK,"Phosphate, Bio-fertilizers, Zinc Sulphate, Compost",25237,15378,34419,16500,27860,65026,18232,8448,5041,216141
Spinach,Monsoon,4.67,Peat,Andhra Pradesh,370,Moderate,Moderate,Organic,Urea,"Zinc Sulphate, Bone Meal",18451,9718,20450,5604,13515,24191,13865,3974,3222,112990
Okra,Kharif,3.32,Sandy,Karnataka,550,Moderate,Moderate,Chemical,Ammonium Sulfate,"Urea, Lime, NPK",8795,5017,14127,6640,9860,20086,7397,2776,3114,77812
Ginger,Post-Rabi,2.58,Silt,Andhra Pradesh,496,Low,High,Chemical,Compost,"Lime, Urea, Zinc Sulphate, Green Manure",7647,5934,9727,5160,7420,16636,8509,3145,2077,66255
Capsicum,Autumn,9.83,Loam,Tamil Nadu,536,High,High,Chemical,DAP,"Ammonium Sulphate, Vermicompost",30217,15138,46289,19660,26816,52689,26570,10439,8631,236449
Potato,Rainy,2.87,Clay,Gujarat,350,High,Moderate,Chemical,Vermicompost,"Gypsum, Bio-fertilizers, DAP",8398,6331,13747,5740,9939,13058,10315,3266,1937,72731
Okra,Zaid,8.05,Clay,Bihar,308,Low,Moderate,Organic,DAP,"Vermicompost, Phosphate",26251,14216,35122,9660,31009,37191,18483,8936,6512,187380
Carrot,Monsoon,5.48,Peat,Rajasthan,532,Moderate,High,Chemical,Vermicompost,"Potash, Bone Meal, Phosphate, Vermicompost",17700,8368,26331,10960,14944,32069,16396,7853,4137,138758
Potato,Rainy,2.4,Clay,Punjab,443,Low,High,Chemical,Urea,Green Manure,7418,5544,11849,4800,6235,11695,6830,3516,1486,59373
Brinjal,Dry,5.71,Silt,Karnataka,349,Moderate,High,Chemical,DAP,Ammonium Sulphate,22532,13710,28481,11420,22412,23913,20065,6675,4602,153810
Cabbage,Late Kharif,5.06,Loam,Kerala,521,Moderate,Moderate,Organic,Compost,"Lime, Vermicompost",15438,10879,21166,6072,18742,34271,17336,4954,3967,132825
Cauliflower,Monsoon,7.37,Sandy,Haryana,529,Moderate,Low,Chemical,Urea,DAP,20673,16096,29473,14740,26908,42886,21697,8210,5638,186321
Pumpkin,Monsoon,5.31,Peat,West Bengal,454,Low,High,Chemical,NPK,"Phosphate, Compost",15664,8114,21946,10620,20927,26518,19859,7376,3813,134837
Cabbage,Monsoon,4.56,Sandy,Haryana,369,Moderate,Moderate,Organic,Compost,"Bone Meal, Zinc Sulphate, Potash, Vermicompost",11975,9612,19608,5472,16722,20192,15404,4957,4031,107973
Beetroot,Post-Rabi,5.87,Peat,Maharashtra,440,Moderate,Moderate,Organic,Compost,"Lime, Compost",19301,13706,21126,7044,19682,28411,20457,6463,3199,139389
Potato,Rainy,2.87,Clay,Gujarat,350,High,Moderate,Chemical,Vermicompost,"Gypsum, Bio-fertilizers, DAP",8398,6331,13747,5740,9939,13058,10315,3266,1937,72731
Capsicum,Harvest,4.7,Loam,Odisha,450,Moderate,Low,Chemical,DAP,"Green Manure, Compost, DAP, Potash",15820,11604,18546,9400,15585,27495,16638,4239,4376,123703
Pumpkin,Rainy,8.0,Sandy,Andhra Pradesh,332,Moderate,Moderate,Organic,Vermicompost,"Calcium Nitrate, Bio-fertilizers",31000,18048,29976,9600,20936,29216,29880,7768,6632,183056
Carrot,Transitional,3.34,Silt,Rajasthan,418,High,Moderate,Organic,Vermicompost,"Vermicompost, Phosphate, Potash",10711,8079,15925,4008,12365,13961,11897,3460,2929,83335
Beetroot,Post-Rabi,5.87,Peat,Maharashtra,440,Moderate,Moderate,Organic,Urea,"Lime, Compost",19301,13706,21126,7044,19682,28411,20457,6463,3199,139389
Tomato,Post-Rabi,2.58,Silt,Andhra Pradesh,496,Low,High,Chemical,DAP,"Lime, Urea, Zinc Sulphate, Green Manure",7647,5934,9727,5160,7420,16636,8509,3145,2077,66255
Onion,Late Kharif,5.29,Sandy,Bihar,387,High,High,Organic,Vermicompost,"DAP, Green Manure, NPK, Zinc Sulphate",19123,8374,21181,6348,19594,20472,12394,7448,2761,117695
Cauliflower,Kharif,5.22,Silt,Rajasthan,419,Moderate,Low,Chemical,NPK,"Phosphate, Urea",15775,11646,23292,10440,15216,30621,13462,4552,4729,129733
