N,P,K,temperature,humidity,ph,rainfall,label,state,district,season,irrigation,water_availability,soil_type
56,20,155,39.78,39.4,5.89,73.76,sugarcane,Tamil Nadu,Coimbatore,summer,well,low,desert
99,45,35,23.05,32.3,6.62,156.64,mustard,Bihar,Gaya,winter,rainfed,high,saline
91,57,157,29.09,53.54,9.17,180.85,cotton,Andhra Pradesh,Visakhapatnam,monsoon,well,high,peaty
9,69,6,18.88,97.17,5.08,275.28,soybean,Maharashtra,Pune,monsoon,river,high,black
5,35,13,34.81,50.11,5.64,108.84,groundnut,Maharashtra,Nagpur,winter,groundwater,high,black
17,46,9,36.63,75.06,7.24,58.82,maize,Tamil Nadu,Coimbatore,monsoon,rainfed,high,black
104,118,45,24.36,78.89,5.59,149.44,tomato,Maharashtra,Pune,winter,groundwater,low,laterite
118,28,31,39.58,46.45,9.32,105.83,tomato,Andhra Pradesh,Visakhapatnam,winter,canal,high,desert
29,20,96,30.23,82.37,7.73,212.09,potato,Rajasthan,Jodhpur,monsoon,drip,medium,red
44,28,39,17.32,95.67,5.65,85.95,tomato,Bihar,Bhagalpur,summer,groundwater,medium,saline
23,106,39,34.11,93.39,8.8,111.76,sugarcane,West Bengal,Darjeeling,winter,well,low,saline
50,122,113,23.49,51.1,9.18,228.11,maize,Andhra Pradesh,Guntur,monsoon,rainfed,high,desert
81,39,44,34.93,53.56,6.88,219.61,maize,Punjab,Jalandhar,winter,rainfed,medium,desert
93,46,73,36.73,39.41,8.08,234.02,maize,Bihar,Gaya,summer,canal,high,laterite
75,116,144,15.38,69.88,8.55,214.43,millet,Punjab,Jalandhar,monsoon,canal,high,red
65,41,63,35.37,84.85,7.68,130.92,brinjal,Andhra Pradesh,Guntur,summer,well,high,mountain
62,110,55,31.6,62.27,5.41,146.25,groundnut,Rajasthan,Jodhpur,winter,rainfed,high,saline
8,97,122,35.89,47.59,6.24,290.63,soybean,Rajasthan,Jaipur,winter,canal,medium,laterite
8,50,12,28.17,97.59,7.52,206.0,onion,West Bengal,Howrah,winter,river,medium,laterite
43,53,111,25.66,34.24,5.09,112.91,barley,West Bengal,Howrah,winter,well,medium,saline
67,20,134,20.63,81.32,5.72,263.67,millet,Gujarat,Surat,winter,drip,medium,saline
84,68,140,26.26,44.93,9.39,236.03,mustard,Punjab,Ludhiana,summer,well,medium,saline
60,56,167,35.85,83.69,5.51,275.1,mustard,Gujarat,Rajkot,summer,groundwater,high,saline
130,85,196,31.8,90.64,8.34,209.8,groundnut,Tamil Nadu,Coimbatore,winter,rainfed,high,alluvial
74,13,15,38.26,61.39,5.65,132.93,rice,West Bengal,Howrah,winter,rainfed,medium,black
69,21,202,28.32,64.16,5.2,74.98,tomato,Maharashtra,Nagpur,winter,groundwater,low,desert
60,95,81,32.36,52.6,6.03,72.41,rice,West Bengal,Howrah,summer,rainfed,low,red
65,103,16,32.08,75.84,7.26,162.54,chilli,Andhra Pradesh,Guntur,winter,groundwater,low,saline
8,42,39,21.28,43.42,7.12,126.25,brinjal,Karnataka,Hubli,summer,rainfed,low,mountain
54,93,180,28.93,94.69,9.12,244.27,barley,Tamil Nadu,Madurai,winter,rainfed,medium,desert
127,131,67,25.5,36.04,8.1,139.69,mustard,Andhra Pradesh,Visakhapatnam,winter,drip,high,desert
47,114,147,34.48,69.22,7.22,71.61,millet,Rajasthan,Jodhpur,winter,sprinkler,low,mountain
31,133,96,23.33,36.29,6.48,207.9,brinjal,Uttar Pradesh,Kanpur,summer,rainfed,high,peaty
78,10,12,32.35,90.04,4.98,99.98,maize,Andhra Pradesh,Visakhapatnam,monsoon,drip,medium,black
121,117,133,25.47,52.56,9.38,86.07,barley,Gujarat,Rajkot,summer,sprinkler,high,saline
67,97,68,34.5,36.94,8.9,70.15,groundnut,Maharashtra,Nagpur,winter,groundwater,low,desert
7,99,103,27.15,37.08,5.58,173.82,chilli,Andhra Pradesh,Vijayawada,monsoon,rainfed,high,black
125,15,11,26.31,94.04,4.53,128.94,wheat,Bihar,Gaya,winter,drip,low,black
21,100,9,32.98,59.18,8.16,146.92,wheat,Andhra Pradesh,Visakhapatnam,summer,well,low,mountain
40,22,113,29.97,88.81,6.42,278.25,onion,Bihar,Bhagalpur,summer,rainfed,medium,alluvial
26,67,58,26.54,54.17,9.13,108.58,sunflower,Rajasthan,Jodhpur,monsoon,sprinkler,medium,peaty
97,90,156,27.54,30.94,7.16,138.68,maize,Uttar Pradesh,Lucknow,winter,drip,high,peaty
109,105,90,17.5,81.75,6.08,266.8,barley,West Bengal,Darjeeling,winter,canal,medium,black
15,130,160,26.9,77.13,9.01,178.37,sunflower,Tamil Nadu,Coimbatore,summer,sprinkler,low,laterite
9,106,107,28.71,74.67,5.76,137.43,wheat,Rajasthan,Udaipur,winter,river,medium,mountain
80,76,140,26.11,34.78,8.53,279.37,sugarcane,Maharashtra,Nagpur,winter,drip,medium,desert
20,70,59,17.99,36.12,6.91,251.59,maize,Maharashtra,Pune,summer,groundwater,low,alluvial
56,64,189,37.83,93.88,4.84,157.12,sugarcane,West Bengal,Howrah,summer,river,low,desert
136,69,8,33.33,57.64,4.67,111.36,onion,Punjab,Amritsar,winter,well,low,desert
65,36,34,36.01,55.51,4.53,294.49,groundnut,Rajasthan,Jodhpur,summer,canal,low,peaty
114,10,76,21.09,77.32,7.2,267.46,rice,Karnataka,Mysuru,summer,rainfed,high,peaty
71,97,100,26.66,51.21,5.88,297.3,onion,Rajasthan,Jodhpur,summer,sprinkler,low,mountain
58,105,96,22.53,84.41,8.85,68.81,brinjal,Uttar Pradesh,Kanpur,summer,groundwater,medium,black
57,55,152,21.93,75.01,7.72,152.31,wheat,Punjab,Jalandhar,summer,rainfed,low,saline
130,62,136,15.02,75.1,6.36,124.08,cotton,Karnataka,Mysuru,winter,canal,high,desert
39,138,128,30.58,56.02,5.95,99.41,cotton,Rajasthan,Jodhpur,summer,sprinkler,medium,laterite
120,79,69,35.73,52.48,5.8,260.93,barley,Tamil Nadu,Chennai,winter,sprinkler,medium,black
127,135,169,36.12,74.46,9.17,81.9,sunflower,Bihar,Gaya,monsoon,rainfed,medium,black
12,125,12,16.51,71.04,7.08,151.03,onion,Bihar,Patna,winter,drip,high,desert
87,38,144,31.72,54.42,7.24,175.76,maize,Uttar Pradesh,Lucknow,winter,groundwater,medium,red
78,58,15,26.53,33.14,6.5,135.04,soybean,Bihar,Patna,summer,river,high,red
12,90,193,32.59,42.59,9.23,241.09,cotton,Bihar,Patna,monsoon,groundwater,medium,red
47,20,155,16.6,47.51,5.4,145.11,onion,Punjab,Amritsar,monsoon,canal,high,laterite
58,60,66,32.99,94.26,5.77,225.24,sunflower,Karnataka,Mysuru,winter,canal,high,peaty
100,97,151,35.79,83.76,7.24,226.92,tomato,Maharashtra,Nashik,summer,sprinkler,low,saline
107,13,47,15.69,81.02,5.26,222.6,barley,Bihar,Bhagalpur,winter,canal,medium,laterite
63,60,97,24.42,83.59,9.43,262.74,barley,Bihar,Bhagalpur,winter,sprinkler,high,saline
104,99,154,26.81,37.63,4.75,285.7,wheat,Punjab,Jalandhar,monsoon,drip,low,mountain
106,42,21,19.68,87.56,7.53,81.05,wheat,Gujarat,Surat,winter,river,medium,alluvial
122,127,145,15.53,64.24,6.03,99.11,tomato,Rajasthan,Udaipur,monsoon,rainfed,medium,laterite
113,48,124,38.86,67.57,8.7,91.9,soybean,Andhra Pradesh,Vijayawada,winter,river,low,desert
46,104,87,28.33,61.08,6.62,133.0,sugarcane,Uttar Pradesh,Lucknow,monsoon,sprinkler,medium,mountain
59,50,42,20.33,53.7,9.26,155.93,sunflower,Maharashtra,Pune,monsoon,sprinkler,medium,red
9,129,68,23.34,84.94,6.02,113.92,groundnut,Punjab,Ludhiana,summer,groundwater,low,black
42,53,43,35.07,37.72,5.53,285.63,soybean,Bihar,Patna,summer,well,high,alluvial
111,62,86,21.09,67.33,7.7,291.3,tomato,Maharashtra,Nagpur,monsoon,sprinkler,medium,black
68,127,97,22.79,83.14,4.94,239.26,millet,Tamil Nadu,Coimbatore,monsoon,canal,low,peaty
126,62,193,34.38,50.26,4.64,190.86,barley,Bihar,Bhagalpur,monsoon,drip,medium,peaty
60,79,95,34.75,75.15,6.85,259.71,tomato,Rajasthan,Jaipur,monsoon,well,medium,laterite
49,95,84,15.95,36.18,4.51,103.18,rice,Bihar,Bhagalpur,monsoon,rainfed,medium,black
101,142,64,38.08,70.67,5.82,167.92,wheat,Andhra Pradesh,Guntur,summer,canal,medium,peaty
56,57,134,18.98,79.35,8.32,168.92,chilli,Gujarat,Rajkot,monsoon,drip,medium,red
59,58,199,29.62,33.83,6.13,236.84,soybean,Punjab,Amritsar,monsoon,well,medium,peaty
5,35,170,28.52,32.64,6.0,171.61,onion,Uttar Pradesh,Kanpur,winter,rainfed,high,red
110,129,21,33.36,68.21,9.06,264.11,maize,Tamil Nadu,Coimbatore,winter,groundwater,low,desert
2,136,27,30.92,74.79,5.19,67.69,groundnut,Gujarat,Ahmedabad,monsoon,drip,low,red
19,134,194,39.02,43.58,8.14,185.85,chilli,Gujarat,Surat,winter,canal,high,laterite
108,54,89,39.36,40.05,7.16,288.67,barley,Tamil Nadu,Chennai,monsoon,canal,low,desert
77,56,16,39.09,68.75,6.69,141.97,millet,Bihar,Gaya,summer,rainfed,medium,desert
27,65,148,15.58,79.74,8.39,171.77,brinjal,Andhra Pradesh,Guntur,summer,well,low,peaty
126,135,194,30.9,79.96,7.43,73.96,potato,West Bengal,Kolkata,monsoon,groundwater,high,saline
25,93,55,25.64,88.78,7.28,95.21,brinjal,Karnataka,Bengaluru,monsoon,canal,high,desert
133,32,144,37.8,57.35,9.04,254.38,brinjal,Tamil Nadu,Coimbatore,summer,river,high,saline
0,38,182,28.33,67.26,6.39,71.59,potato,Andhra Pradesh,Guntur,winter,river,low,mountain
128,95,140,25.25,33.0,6.86,272.76,potato,Uttar Pradesh,Lucknow,monsoon,river,high,saline
120,10,110,38.74,68.07,6.66,57.37,maize,Maharashtra,Pune,summer,canal,medium,laterite
109,133,137,19.89,64.04,8.2,209.27,onion,Andhra Pradesh,Guntur,monsoon,well,low,mountain
110,53,53,17.56,50.84,7.27,133.24,sugarcane,Andhra Pradesh,Visakhapatnam,winter,river,low,mountain
108,5,128,25.67,34.21,7.94,57.73,brinjal,Rajasthan,Jaipur,winter,drip,high,alluvial
105,35,195,20.47,43.75,5.29,94.42,cotton,Maharashtra,Pune,monsoon,canal,low,desert
24,68,92,37.11,47.62,7.46,171.89,cotton,Punjab,Ludhiana,monsoon,canal,high,black
67,29,46,36.48,45.05,6.22,71.53,millet,Maharashtra,Pune,summer,drip,medium,desert
6,27,188,19.72,31.69,6.06,218.95,cotton,Rajasthan,Jaipur,winter,well,medium,black
118,30,51,39.32,43.34,8.41,150.41,millet,Tamil Nadu,Madurai,winter,groundwater,low,black
93,71,161,21.6,74.12,6.92,59.29,groundnut,Tamil Nadu,Coimbatore,winter,canal,high,laterite
134,75,187,19.82,64.68,8.9,135.78,soybean,Punjab,Jalandhar,summer,well,high,alluvial
122,58,30,21.94,30.37,8.85,261.37,onion,Andhra Pradesh,Guntur,winter,sprinkler,high,red
9,17,32,38.44,66.31,5.09,124.75,mustard,Punjab,Ludhiana,winter,canal,high,laterite
13,145,138,35.9,83.42,6.96,190.84,millet,Uttar Pradesh,Lucknow,monsoon,canal,low,mountain
111,100,196,18.55,99.89,6.55,158.3,tomato,Bihar,Bhagalpur,summer,canal,high,laterite
35,74,12,31.16,54.84,5.7,213.1,cotton,Andhra Pradesh,Guntur,monsoon,groundwater,low,mountain
126,130,16,27.25,74.16,7.93,214.47,barley,West Bengal,Darjeeling,summer,rainfed,high,alluvial
67,44,81,15.11,33.41,7.81,68.49,millet,Karnataka,Mysuru,summer,river,high,black
24,38,36,38.65,84.97,5.12,170.7,wheat,Rajasthan,Jaipur,winter,groundwater,high,laterite
10,16,62,35.91,99.82,7.77,291.96,maize,Maharashtra,Nashik,winter,drip,medium,alluvial
100,126,34,24.86,66.96,7.69,299.23,sugarcane,Andhra Pradesh,Visakhapatnam,summer,sprinkler,low,black
69,100,79,28.98,70.64,8.95,89.44,potato,Andhra Pradesh,Visakhapatnam,monsoon,sprinkler,medium,peaty
36,87,38,21.85,68.37,4.61,212.1,sunflower,Uttar Pradesh,Lucknow,summer,groundwater,low,alluvial
9,144,102,21.12,80.66,8.95,257.59,cotton,West Bengal,Kolkata,monsoon,well,medium,peaty
119,94,121,15.07,54.0,9.49,142.05,soybean,Maharashtra,Nagpur,winter,sprinkler,medium,mountain
23,136,116,15.7,38.89,7.12,269.49,millet,Maharashtra,Nashik,summer,canal,medium,saline
137,82,82,19.46,72.68,8.6,114.34,rice,Gujarat,Ahmedabad,winter,rainfed,high,laterite
46,83,124,21.5,42.76,6.97,222.58,soybean,Uttar Pradesh,Lucknow,summer,river,medium,black
66,47,177,35.02,81.61,5.76,259.17,onion,Punjab,Ludhiana,winter,sprinkler,high,saline
140,59,147,37.68,77.02,5.55,261.4,groundnut,West Bengal,Kolkata,monsoon,rainfed,low,red
97,39,162,39.19,81.52,4.94,133.71,barley,Andhra Pradesh,Guntur,winter,river,medium,saline
69,21,112,27.64,79.89,5.48,164.91,mustard,Uttar Pradesh,Varanasi,summer,drip,high,mountain
31,92,159,37.45,87.89,5.14,261.83,maize,Bihar,Patna,winter,drip,medium,alluvial
55,17,163,36.76,93.36,9.17,50.28,maize,Maharashtra,Nashik,monsoon,rainfed,low,desert
98,25,196,39.54,32.33,7.43,264.16,chilli,Maharashtra,Pune,summer,sprinkler,medium,red
122,91,134,24.28,41.67,8.61,105.65,wheat,Uttar Pradesh,Lucknow,winter,sprinkler,high,saline
111,135,166,19.71,83.0,5.09,272.33,onion,Karnataka,Bengaluru,monsoon,rainfed,medium,laterite
134,99,62,17.21,92.75,6.1,60.19,sunflower,Tamil Nadu,Madurai,summer,rainfed,low,alluvial
76,112,148,34.87,72.9,5.32,292.6,sunflower,Gujarat,Surat,summer,well,high,red
106,140,139,18.14,64.83,5.33,78.53,maize,Punjab,Jalandhar,summer,rainfed,medium,desert
56,116,70,31.33,63.88,6.11,142.31,sugarcane,Gujarat,Rajkot,winter,rainfed,medium,black
113,50,185,19.56,35.19,7.03,249.63,tomato,Andhra Pradesh,Guntur,winter,well,low,laterite
51,74,198,27.86,30.59,5.53,288.87,millet,Maharashtra,Nashik,monsoon,rainfed,high,mountain
32,13,99,23.4,96.57,5.9,121.61,wheat,Bihar,Patna,monsoon,canal,low,peaty
75,48,26,36.29,81.14,9.01,111.3,mustard,Punjab,Jalandhar,winter,canal,medium,saline
93,46,164,17.8,87.22,7.8,125.92,barley,Karnataka,Bengaluru,monsoon,rainfed,high,laterite
73,27,94,27.68,47.48,7.03,80.41,soybean,Punjab,Jalandhar,summer,groundwater,medium,peaty
77,53,20,28.63,76.32,4.93,55.73,potato,Karnataka,Mysuru,monsoon,sprinkler,low,laterite
25,19,95,25.94,40.73,8.01,99.9,barley,West Bengal,Howrah,summer,sprinkler,high,saline
46,114,70,18.4,89.15,9.06,276.74,brinjal,Bihar,Patna,winter,canal,high,mountain
3,14,60,25.88,96.07,6.25,288.77,cotton,Maharashtra,Nashik,winter,well,medium,black
88,134,45,31.96,39.82,7.05,185.92,wheat,Karnataka,Hubli,summer,canal,low,alluvial
73,93,120,36.04,42.38,6.59,159.36,soybean,Karnataka,Bengaluru,monsoon,groundwater,low,desert
104,83,122,22.01,65.87,8.36,256.28,mustard,Bihar,Gaya,summer,river,low,laterite
44,60,163,37.25,77.93,6.76,178.09,potato,Andhra Pradesh,Vijayawada,winter,well,high,mountain
47,48,200,36.85,92.18,5.26,259.22,groundnut,West Bengal,Howrah,winter,drip,medium,alluvial
37,16,157,20.25,72.54,5.51,123.08,barley,West Bengal,Howrah,winter,groundwater,high,alluvial
110,131,177,21.81,94.37,8.18,100.37,chilli,Uttar Pradesh,Kanpur,monsoon,sprinkler,medium,peaty
61,7,195,21.92,54.72,7.85,223.68,rice,Tamil Nadu,Chennai,winter,sprinkler,high,saline
1,54,49,23.28,33.51,8.98,268.94,cotton,Punjab,Jalandhar,winter,groundwater,medium,alluvial
22,83,41,18.7,41.08,9.05,109.97,rice,Gujarat,Surat,winter,river,low,laterite
60,18,116,21.16,71.96,7.67,207.18,potato,West Bengal,Kolkata,summer,groundwater,medium,alluvial
111,94,78,30.39,77.06,6.99,144.87,potato,Punjab,Ludhiana,winter,drip,high,alluvial
73,28,159,34.15,44.17,6.27,289.64,cotton,Karnataka,Hubli,summer,groundwater,medium,desert
12,38,83,39.61,60.24,8.5,177.87,groundnut,Bihar,Gaya,monsoon,groundwater,medium,alluvial
107,105,76,21.56,84.84,9.39,57.83,sunflower,Bihar,Patna,winter,drip,high,peaty
5,85,113,17.09,93.8,7.75,85.54,rice,Maharashtra,Nagpur,summer,canal,medium,alluvial
6,8,86,37.64,87.75,6.92,265.12,maize,Maharashtra,Pune,summer,drip,high,alluvial
82,134,26,17.0,86.47,4.84,147.6,cotton,Maharashtra,Nagpur,summer,canal,low,black
124,70,42,16.71,88.37,7.68,249.71,rice,Punjab,Jalandhar,winter,river,low,red
123,98,35,30.37,30.99,6.5,131.49,wheat,Gujarat,Ahmedabad,summer,canal,medium,desert
128,42,94,21.44,30.16,7.51,285.14,wheat,Rajasthan,Jodhpur,summer,river,low,alluvial
79,66,191,25.32,44.7,8.2,171.9,barley,West Bengal,Darjeeling,winter,rainfed,medium,laterite
43,25,9,35.9,55.76,4.99,205.43,wheat,Andhra Pradesh,Vijayawada,monsoon,well,high,peaty
5,140,29,31.73,58.09,6.55,55.36,rice,Gujarat,Rajkot,monsoon,drip,low,saline
128,77,139,37.46,66.82,8.78,217.02,sugarcane,Uttar Pradesh,Kanpur,summer,canal,low,laterite
21,75,82,38.28,49.71,8.46,299.38,brinjal,Tamil Nadu,Chennai,winter,canal,low,red
83,37,139,39.89,34.92,8.82,294.16,onion,West Bengal,Howrah,monsoon,canal,high,red
94,44,39,16.78,54.78,9.38,95.7,rice,Bihar,Patna,summer,rainfed,low,black
26,141,113,19.45,44.01,8.06,243.05,maize,Rajasthan,Udaipur,monsoon,rainfed,medium,alluvial
44,116,80,17.6,58.55,7.05,92.0,cotton,Karnataka,Bengaluru,winter,sprinkler,low,black
41,8,65,35.61,60.46,7.37,206.59,millet,Andhra Pradesh,Guntur,summer,well,high,laterite
115,131,164,15.56,64.67,8.78,176.08,tomato,Bihar,Patna,summer,rainfed,low,black
129,104,184,22.17,90.01,8.88,171.87,rice,Gujarat,Ahmedabad,monsoon,canal,medium,mountain
129,13,88,33.29,54.01,7.03,212.71,mustard,Maharashtra,Nagpur,monsoon,canal,low,black
130,121,77,29.06,88.8,7.89,214.63,soybean,Bihar,Gaya,summer,groundwater,low,mountain
116,79,30,19.72,96.53,5.31,214.13,onion,Maharashtra,Nagpur,summer,drip,medium,red
62,120,39,29.08,59.39,6.71,230.77,sunflower,West Bengal,Howrah,winter,well,low,black
15,136,31,32.22,97.38,8.52,190.91,groundnut,Andhra Pradesh,Vijayawada,winter,groundwater,medium,black
122,44,33,38.03,85.78,6.09,280.7,barley,Punjab,Ludhiana,winter,rainfed,low,mountain
33,73,57,38.46,41.27,6.28,162.06,chilli,Andhra Pradesh,Visakhapatnam,winter,sprinkler,medium,desert
129,126,5,34.72,69.64,5.78,73.82,tomato,Uttar Pradesh,Varanasi,winter,sprinkler,medium,alluvial
14,54,119,24.57,68.08,6.76,267.37,sunflower,Rajasthan,Jaipur,winter,river,low,mountain
92,31,52,17.02,95.66,7.31,171.15,groundnut,Gujarat,Ahmedabad,summer,canal,low,saline
49,61,75,28.67,39.51,6.6,279.45,chilli,Rajasthan,Jaipur,monsoon,groundwater,low,red
29,20,16,38.96,86.66,5.94,148.57,soybean,Punjab,Ludhiana,summer,sprinkler,medium,alluvial
78,71,11,25.04,49.08,7.38,93.64,wheat,West Bengal,Howrah,monsoon,river,high,laterite
18,54,174,35.86,58.78,9.14,148.57,tomato,Gujarat,Surat,summer,drip,low,red
102,84,188,38.23,37.89,5.68,119.6,potato,Karnataka,Hubli,summer,well,high,alluvial
50,6,162,39.34,73.61,5.69,51.45,chilli,Andhra Pradesh,Vijayawada,monsoon,well,medium,alluvial
24,114,29,16.1,70.44,5.75,286.48,mustard,Karnataka,Mysuru,monsoon,river,medium,alluvial
117,13,137,23.91,96.99,6.61,99.1,barley,Bihar,Bhagalpur,winter,river,medium,saline
130,8,175,36.42,68.48,4.9,287.08,cotton,Karnataka,Mysuru,winter,drip,low,mountain
50,47,56,17.35,72.69,9.15,222.55,wheat,Andhra Pradesh,Visakhapatnam,winter,sprinkler,medium,desert
136,101,154,32.29,91.47,6.43,156.16,millet,Tamil Nadu,Madurai,monsoon,drip,high,peaty
104,22,183,33.0,62.07,8.75,159.92,potato,Tamil Nadu,Madurai,winter,well,medium,red
102,39,139,23.49,63.83,4.79,103.02,potato,Gujarat,Rajkot,summer,well,high,alluvial
127,67,154,23.67,70.32,7.26,251.71,soybean,Bihar,Patna,winter,sprinkler,low,red
127,43,10,16.08,71.66,5.49,159.67,mustard,Punjab,Amritsar,monsoon,drip,medium,peaty
47,130,10,28.11,93.85,6.45,84.72,millet,Karnataka,Mysuru,winter,canal,medium,mountain
78,95,118,26.9,51.61,5.89,60.66,groundnut,West Bengal,Howrah,summer,drip,high,desert
140,83,143,18.89,38.47,6.51,270.49,mustard,Punjab,Jalandhar,winter,groundwater,high,laterite
24,100,25,39.16,72.04,4.71,285.68,cotton,West Bengal,Kolkata,monsoon,well,medium,alluvial
45,79,97,38.93,37.97,7.15,69.69,millet,Tamil Nadu,Coimbatore,summer,rainfed,medium,saline
35,140,115,36.53,65.89,8.41,160.78,mustard,West Bengal,Darjeeling,monsoon,drip,high,alluvial
13,24,146,39.44,45.75,7.9,53.36,rice,West Bengal,Howrah,winter,sprinkler,high,desert
90,45,198,34.18,79.48,9.39,229.26,chilli,Maharashtra,Nashik,winter,groundwater,high,desert
25,29,126,24.01,62.82,4.66,54.99,cotton,Uttar Pradesh,Varanasi,winter,well,low,black
108,26,134,38.08,76.85,5.98,266.1,maize,Uttar Pradesh,Varanasi,winter,drip,high,desert
2,16,86,33.86,31.23,8.65,209.03,barley,Tamil Nadu,Madurai,winter,canal,low,desert
134,136,58,37.11,58.92,7.04,66.96,chilli,Andhra Pradesh,Visakhapatnam,winter,drip,medium,peaty
15,111,190,21.24,72.89,7.02,252.95,onion,Punjab,Ludhiana,summer,sprinkler,high,saline
68,118,29,21.13,54.86,7.34,285.3,chilli,Maharashtra,Nagpur,summer,drip,high,red
105,126,104,20.12,59.43,7.12,134.45,tomato,West Bengal,Darjeeling,summer,groundwater,medium,desert
35,103,145,31.77,85.82,8.31,187.71,brinjal,Tamil Nadu,Madurai,summer,groundwater,high,mountain
111,112,116,24.64,69.48,5.81,182.95,chilli,Tamil Nadu,Madurai,monsoon,river,medium,peaty
64,132,23,39.9,80.79,8.01,213.61,cotton,Uttar Pradesh,Kanpur,summer,rainfed,low,alluvial
63,124,68,36.37,59.34,6.63,165.4,potato,West Bengal,Howrah,monsoon,drip,medium,peaty
41,142,139,32.14,70.02,7.28,152.73,mustard,Gujarat,Ahmedabad,monsoon,rainfed,medium,mountain
37,144,165,26.93,37.88,8.32,133.49,potato,Gujarat,Rajkot,winter,drip,low,laterite
121,73,88,29.98,47.25,8.05,119.01,millet,Uttar Pradesh,Varanasi,summer,well,low,black
20,88,181,29.5,54.64,7.94,124.62,sugarcane,Karnataka,Mysuru,summer,rainfed,medium,black
138,61,164,15.12,99.37,4.73,259.32,sugarcane,Tamil Nadu,Coimbatore,monsoon,groundwater,high,desert
35,60,124,23.1,57.75,7.03,147.96,wheat,Karnataka,Mysuru,monsoon,river,medium,red
116,88,5,37.5,31.52,4.73,119.52,soybean,West Bengal,Darjeeling,summer,canal,high,laterite
113,33,33,29.82,59.94,7.59,125.91,wheat,West Bengal,Darjeeling,winter,drip,medium,desert
37,49,8,18.49,76.54,6.85,194.19,chilli,Andhra Pradesh,Guntur,winter,river,high,peaty
116,82,176,24.15,99.38,6.09,221.27,rice,Uttar Pradesh,Lucknow,monsoon,rainfed,high,mountain
27,103,159,38.31,41.26,9.25,195.28,rice,Rajasthan,Udaipur,summer,well,medium,laterite
37,121,177,19.95,42.9,9.04,283.02,potato,Gujarat,Surat,summer,canal,high,mountain
30,19,13,16.96,64.17,7.51,272.75,wheat,Punjab,Ludhiana,monsoon,canal,medium,peaty
66,78,100,30.09,86.49,6.43,285.34,wheat,Uttar Pradesh,Lucknow,monsoon,rainfed,low,saline
85,129,73,30.21,76.7,9.37,210.77,sunflower,Gujarat,Ahmedabad,summer,river,medium,desert
48,11,185,38.46,56.74,5.1,168.42,wheat,Andhra Pradesh,Visakhapatnam,summer,well,medium,black
117,118,52,31.62,83.25,6.21,187.94,maize,Rajasthan,Udaipur,monsoon,canal,medium,peaty
77,18,29,28.18,47.02,6.21,207.76,chilli,Karnataka,Mysuru,summer,canal,low,mountain
97,7,175,25.73,58.34,7.91,75.86,potato,Maharashtra,Nashik,monsoon,canal,low,mountain
120,52,59,19.85,66.91,5.92,184.55,cotton,Andhra Pradesh,Vijayawada,monsoon,groundwater,low,mountain
119,38,7,33.96,38.54,4.62,188.05,tomato,Gujarat,Rajkot,monsoon,groundwater,low,peaty
99,40,155,19.44,59.03,8.06,219.55,groundnut,Maharashtra,Nashik,monsoon,drip,medium,desert
2,65,95,19.02,47.3,8.19,180.51,potato,Karnataka,Bengaluru,winter,rainfed,high,saline
65,54,77,19.53,65.73,9.11,269.62,groundnut,West Bengal,Darjeeling,winter,sprinkler,medium,red
98,61,94,31.08,57.46,5.82,58.3,chilli,Maharashtra,Nagpur,monsoon,groundwater,high,black
68,31,8,23.08,42.86,5.75,259.15,maize,Karnataka,Mysuru,summer,sprinkler,high,saline
83,58,24,20.33,74.42,6.55,254.21,potato,Bihar,Bhagalpur,summer,canal,low,mountain
10,127,199,23.04,71.51,6.56,216.38,chilli,Punjab,Amritsar,summer,rainfed,high,mountain
57,34,48,34.0,49.52,7.11,295.51,rice,Punjab,Ludhiana,winter,drip,low,black
53,108,87,39.42,62.02,7.27,168.49,brinjal,Maharashtra,Pune,summer,well,low,red
96,24,165,29.44,83.14,8.1,55.43,soybean,Tamil Nadu,Chennai,monsoon,drip,high,desert
5,145,117,16.79,94.9,6.62,291.37,brinjal,Maharashtra,Pune,monsoon,canal,high,black
20,46,10,30.6,33.94,9.26,148.73,groundnut,Karnataka,Mysuru,winter,rainfed,low,alluvial
134,40,14,28.3,65.28,6.99,193.54,mustard,Uttar Pradesh,Varanasi,monsoon,rainfed,medium,laterite
11,112,102,31.71,69.32,7.31,104.48,chilli,Andhra Pradesh,Visakhapatnam,summer,drip,low,alluvial
84,134,148,18.09,64.36,9.28,144.97,maize,West Bengal,Kolkata,summer,canal,medium,red
63,53,99,39.85,83.07,8.33,282.47,onion,Rajasthan,Udaipur,summer,river,low,mountain
81,74,72,18.3,58.82,7.23,269.59,mustard,West Bengal,Howrah,winter,sprinkler,high,desert
104,65,123,29.95,59.47,7.52,131.87,millet,Tamil Nadu,Chennai,summer,rainfed,low,peaty
70,72,192,36.16,99.3,9.0,151.88,rice,Karnataka,Hubli,winter,rainfed,medium,black
28,70,119,32.38,70.87,4.72,147.81,tomato,Andhra Pradesh,Guntur,monsoon,sprinkler,medium,alluvial
23,117,131,39.15,45.18,7.89,63.46,mustard,Andhra Pradesh,Visakhapatnam,winter,drip,low,laterite
77,29,28,31.09,62.5,4.83,242.07,wheat,Rajasthan,Jodhpur,winter,sprinkler,low,peaty
64,90,193,17.91,78.85,4.54,207.42,brinjal,Rajasthan,Jaipur,summer,drip,high,red
